time/s,cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg
7432.81853,1.0,20004.453,0.28764,-0.01397,0.28798,2.7809
7432.96153,1.0,15829.126,0.29412,0.00521,0.29417,-1.01511
7433.10353,1.0,12516.703,0.30615,0.02378,0.30708,-4.4406
7433.24553,1.0,9909.4424,0.3151,0.03794,0.31738,-6.86592
7433.40953,1.0,7835.48,0.32585,0.05394,0.33028,-9.40005
7433.61053,1.0,6217.2461,0.33728,0.06547,0.34358,-10.98426
7433.84853,1.0,4905.291,0.35044,0.07547,0.35847,-12.15424
7434.08653,1.0,3881.2737,0.36414,0.08689,0.37436,-13.42071
7434.32453,1.0,3070.9827,0.37988,0.09738,0.39216,-14.37817
7434.56253,1.0,2430.7778,0.39499,0.10668,0.40914,-15.11398
7434.80153,1.0,1923.1537,0.41379,0.1165,0.42988,-15.7245
7435.03953,1.0,1522.4358,0.43189,0.12648,0.45003,-16.32223
7435.27753,1.0,1203.8446,0.4508,0.13447,0.47043,-16.60953
7435.51553,1.0,952.86591,0.47183,0.14362,0.49321,-16.92923
7435.75453,1.0,754.27557,0.49475,0.15312,0.5179,-17.19663
7435.99153,1.0,596.71857,0.51526,0.16293,0.54041,-17.54766
7436.22953,1.0,471.96338,0.54246,0.17395,0.56967,-17.77914
7436.46853,1.0,373.20856,0.56852,0.18358,0.59742,-17.89591
7436.70553,1.0,295.47278,0.59379,0.19631,0.6254,-18.29442
7436.94553,1.0,233.87738,0.62352,0.20547,0.6565,-18.23899
7437.18353,1.0,185.05922,0.65558,0.21853,0.69104,-18.43545
7437.41953,1.0,146.35823,0.68926,0.23065,0.72683,-18.50222
7437.65553,1.0,115.77804,0.7245,0.243,0.76417,-18.54184
7437.89053,1.0,91.6721,0.76212,0.25445,0.80348,-18.46231
7438.13553,1.0,72.51701,0.80423,0.26276,0.84606,-18.09325
7438.36453,1.0,57.36816,0.84426,0.27441,0.88773,-18.00553
7438.60153,1.0,45.3629,0.88883,0.28486,0.93337,-17.77012
7438.83353,1.0,35.93134,0.92832,0.28793,0.97194,-17.23199
7439.08353,1.0,28.40909,0.97302,0.29975,1.01814,-17.12203
7439.29853,1.0,22.48202,1.01278,0.30705,1.0583,-16.86586
7439.56353,1.0,17.79613,1.05159,0.31784,1.09857,-16.81707
7439.81553,1.0,14.06813,1.09103,0.34528,1.14436,-17.56095
7440.03153,1.0,11.1448,1.1447,0.35373,1.19811,-17.17188
7440.29853,1.0,8.81772,1.19766,0.39678,1.26168,-18.32984
7440.47753,1.0,6.97545,1.25338,0.40727,1.31788,-18.00094
7440.69553,1.0,5.5173,1.32425,0.41981,1.3892,-17.58944
7440.96453,1.0,4.36941,1.43442,0.43451,1.49879,-16.85246
7441.29953,1.0,3.45686,1.52334,0.47945,1.59701,-17.47074
7441.71853,1.0,2.73547,1.58456,0.48171,1.65616,-16.90934
7442.24353,1.0,2.16054,1.65439,0.44989,1.71447,-15.21303
7442.90253,1.0,1.70952,1.72264,0.39205,1.76669,-12.82125
7443.73153,1.0,1.35352,1.80657,0.31605,1.83401,-9.92327
